Time	Accel
0.0	-0.0
0.01002004008016032	-0.11302476740875081
0.02004008016032064	-0.22425992484952695
0.03006012024048096	-0.33194419865542213
0.04008016032064128	-0.4343725390907426
0.0501002004008016	-0.5299231177434622
0.06012024048096192	-0.6170830072090571
0.07014028056112225	-0.6944721364591028
0.08016032064128256	-0.7608651425904592
0.09018036072144288	-0.8152107729591213
0.1002004008016032	-0.8566485304895066
0.11022044088176353	-0.8845222986009129
0.12024048096192384	-0.8983907300169792
0.13026052104208416	-0.8980342349639651
0.1402805611222445	-0.8834584581082123
0.1503006012024048	-0.8548941891797075
0.16032064128256512	-0.8127937086969095
0.17034068136272545	-0.7578236266538569
0.18036072144288576	-0.6908543275602465
0.1903807615230461	-0.6129461889594597
0.2004008016032064	-0.5253327916375742
0.21042084168336672	-0.42940138736931255
0.22044088176352705	-0.3266709334704583
0.23046092184368736	-0.21876804195293564
0.24048096192384769	-0.10740122409847593
0.250501002004008	0.005666161743211892
0.2605210420841683	0.11864383079301204
0.27054108216432865	0.22974291882828105
0.280561122244489	0.33720430667594636
0.2905811623246493	0.4393264737288557
0.3006012024048096	0.5344924394587666
0.3106212424849699	0.6211953663398277
0.32064128256513025	0.6980624187913405
0.3306613226452906	0.7638765003624122
0.3406813627254509	0.8175955249765758
0.3507014028056112	0.8583689170996056
0.3607214428857715	0.8855510795704157
0.37074148296593185	0.8987116158482819
0.3807615230460922	0.897642144819518
0.3907815631262525	0.8823596002594142
0.4008016032064128	0.8531059627064652
0.4108216432865731	0.8103444279943323
0.42084168336673344	0.7547520731081855
0.4308617234468938	0.687209135492688
0.4408817635270541	0.6087850755607576
0.45090180360721444	0.5207216430863679
0.4609218436873747	0.4244132156044929
0.47094188376753504	0.32138472013575536
0.48096192384769537	0.21326748781848556
0.4909819639278557	0.1017734237607486
0.501002004008016	-0.011332098898610234
0.5110220440881763	-0.12425819153026829
0.5210420841683366	-0.2352168065615454
0.531062124248497	-0.34245104903883733
0.5410821643286573	-0.4442629949261527
0.5511022044088176	-0.5390405756707668
0.561122244488978	-0.6252831033515284
0.5711422845691383	-0.7016250322501038
0.5811623246492986	-0.7668575806095057
0.5911823647294588	-0.8199478702256309
0.6012024048096192	-0.8600552808195988
0.6112224448897795	-0.8865447602392633
0.6212424849699398	-0.8989968797390253
0.6312625250501002	-0.8972144751247878
0.6412825651302605	-0.8812257686095903
0.6513026052104208	-0.8512839219491318
0.6613226452905812	-0.8078630279327329
0.6713426853707415	-0.7516506036996148
0.6813627254509018	-0.6835367047397214
0.6913827655310621	-0.6045998319456518
0.7014028056112224	-0.516089854860443
0.7114228456913827	-0.41940822151082746
0.721442885771543	-0.31608576817923534
0.7314629258517034	-0.20775848046985804
0.7414829659318637	-0.09614158946286305
0.751503006012024	0.01699758688728379
0.7615230460921844	0.1298676270859269
0.7715430861723447	0.24068137108261012
0.781563126252505	0.34768421778067105
0.7915831663326653	0.4491819070153459
0.8016032064128256	0.5435673461064626
0.8116232464929859	0.6293460562198532
0.8216432865731462	0.7051598356252388
0.8316633266533066	0.7698082651716299
0.8416833667334669	0.8222677154671433
0.8517034068136272	0.8617075548076352
0.8617234468937875	0.8875033012212578
0.8717434869739479	0.8992465103822976
0.8817635270541082	0.8967512428311792
0.8917835671342685	0.8800570081000579
0.9018036072144289	0.8494281391273453
0.9118236472945891	0.805349606866561
0.9218436873747494	0.7485193413600834
0.9318637274549098	0.6798371808642936
0.9418837675350701	0.6003906240032855
0.9519038076152304	0.5114376105484847
0.9619238476953907	0.41438660346964223
0.9719438877755511	0.3107742876337347
0.9819639278557114	0.20224123826578463
0.9919839679358717	0.09050594443200823
1.002004008016032	-0.022662401148123203
1.0120240480961924	-0.13547191512061177
1.0220440881763526	-0.24613639579430108
1.032064128256513	-0.3529036054760377
1.0420841683366733	-0.45408301502711274
1.0521042084168337	-0.5480725713397261
1.062124248496994	-0.63338406390286
1.0721442885771542	-0.7086666888088932
1.0821643286573146	-0.7727284370934578
1.0921843687374748	-0.8245549687501584
1.1022044088176353	-0.8633256735730672
1.1122244488977955	-0.8884266645230212
1.122244488977956	-0.8994604978835696
